Culture, Criticality, CriticalityModifier, InitialKnown, InterDependency, Dynamism, Size, Plan, TeamSize
0.06358589671135373,0.31245380451562477,0.40411482825650036,0.6750052313809538,0.3150871046416398,0.3109558193758094,0.63664088527489,0.1889602558940413,0.5938914515844523
0.9256526511273159,0.18946527286182013,0.1773230771890406,0.621421229073852,0.6682806445654086,0.7448508036290472,0.3042704114759104,0.6781330321477134,0.6189357782043736
0.5368117745068139,0.9504135887745081,0.2560210963022783,0.6689187133640184,0.35609411333060914,0.4757632396612126,0.7335238925336897,0.5638535221013853,0.844680202985487
0.9906175949389322,0.0026236090973638104,0.24746169075940205,0.549974580993837,0.6300857404982546,0.07953443000993621,0.7734915481860284,0.15745590153731426,0.42598217780887904
0.652473175974819,0.03936016859770519,0.023770639900507873,0.5847842588461578,0.4570269215418521,0.08507415853953681,0.16291406124304364,0.7487921577980555,0.12524934236954488
0.5662343525108433,0.3848510827402253,0.5802640247593752,0.6527636055525039,0.6064761624174572,0.19223010590795653,0.8583590388799114,0.1470864805430958,0.16362955088071907
0.32579024363126163,0.46825663580957744,0.3955329338601177,0.0759671631388773,0.6245749060687783,0.9613799252293873,0.5226434288204016,0.8717653760259945,0.8187536819018086
0.28883532201810946,0.9534221220990832,0.9245264597797381,0.32111837318836867,0.6418801579113694,0.7417061129746856,0.4751769173328405,0.897379974030255,0.9531543329016913
0.7059532398137639,0.08788234831030461,0.5203975166568166,0.3878463092090221,0.5333601062546253,0.8690601496432241,0.49323653620431673,0.3136383345553594,0.9179623532237826
0.7420975070136939,0.17286511348060352,0.08596390421971889,0.3975316688329962,0.4833290807316055,0.9914094901897198,0.9484688329033616,0.45404773446730984,0.6563963371486533
0.056362084664881906,0.7395557871270514,0.9258533683632301,0.8779401853989934,0.6464207788168611,0.01827960703393694,0.408992867934171,0.47182628907507096,0.9691681130696089
0.5252932546385214,0.096967662396227,0.7630692048884409,0.2206333346465007,0.9319235239118705,0.8362883419592955,0.06508417258119326,0.9484137444156003,0.8195354584967779
0.2049327354198106,0.267092380139096,0.23508235141614897,0.49815600712336827,0.5401002654059753,0.6587378510619074,0.6655639832449681,0.1393749806307072,0.4396017286967845
0.05256547363844677,0.0666367615351966,0.8815689058321539,0.6889756754725664,0.5626693165547691,0.8095764986756746,0.502511705155819,0.28223609336597777,0.538961407370815
0.5734040729309675,0.0890686921890792,0.36202493868264474,0.6022654353416027,0.3562332433956865,0.1872792747745894,0.20814288471159648,0.15642988574471228,0.6677932704923965
0.6045952550543641,0.2873300138487611,0.6288641537041607,0.33118298262935986,0.9651937307449986,0.0934264790967888,0.4446524083866319,0.5568338633334533,0.7530852800370875
0.8188072439971879,0.14479158153889515,0.04259549689366826,0.20240979306689455,0.5210607647849526,0.01157853833475253,0.7269139278204071,0.44934059216027,0.5264681090680675
0.1421821786575881,0.6579409950341205,0.24681701055122485,0.15213745162242664,0.5167043499703269,0.9664721981986576,0.23221004157955072,0.15977018855726643,0.43370631541608784
0.7853635327987452,0.01218745877998606,0.012026477056614637,0.5303009558990281,0.3898896653951348,0.18077085675552396,0.08851336200742466,0.8155880719023795,0.4364528750818558
0.026768408029176127,0.08914110053114088,0.09639974529192774,0.06810636668178238,0.1898919460379518,0.08364411240654746,0.12876637944480684,0.2050459723138408,0.9023986621505004
0.41821677933930246,0.24308560782762068,0.021729674249040043,0.6420574047373889,0.5520029209966045,0.9684524550982987,0.34134547159724726,0.7196115577864283,0.4517118434676012
0.06268935636242134,0.580264304329384,0.47108000710529296,0.985563064597544,0.9084721691630797,0.994903585800799,0.0910627627515368,0.612854188484738,0.12090049732669217
0.43946683388766716,0.8613218054578633,0.8964446477468224,0.5870763042263953,0.21324675113217828,0.5417426208069199,0.465746526283352,0.648274386150636,0.5019231311040331
0.12794869448641655,0.6450688972703714,0.2978874608013057,0.2673994981818759,0.11502561058354821,0.11558914965053879,0.8008265854818136,0.7841571520385829,0.762445561815366
0.6622142298785679,0.30694186215151575,0.19664798842508713,0.16521503567759777,0.46409914105761807,0.7384985857661575,0.28610435371620124,0.16646406691716087,0.7575154262494871
0.9245458626472591,0.7294505870962953,0.5072445037403484,0.9952786598775827,0.4088938635976833,0.9871674723063936,0.3672699347890416,0.7983372176641639,0.7830190989689497
0.47073896687680283,0.62623227177727,0.3846823544128908,0.8848646165010033,0.8509402315939146,0.31756399331942675,0.17402270767582484,0.23441635852967624,0.09101933143183205
0.953050556436041,0.36449186102326925,0.2247063797000617,0.08823824055057317,0.19630932857278427,0.7601479479544384,0.3473677064149463,0.5479424243236584,0.15855615979641702
0.5342910704012079,0.41370570678910035,0.0699775862113341,0.3189158382619809,0.49779201658586203,0.25437989901030933,0.23297362250506737,0.9984222915909794,0.9916322411958003
0.39611125531114644,0.1975819851657441,0.4425004284821711,0.3599972822164329,0.1797552416919206,0.5728214766060183,0.14783008843245715,0.5661229766425269,0.4374106072649053
0.9422245849481166,0.1337613270611937,0.8768220742550686,0.6536600177466485,0.7962589407405204,0.1942901182927541,0.6121403936736729,0.9568280702810378,0.1582202987781074
0.8782376398256746,0.6595723769003868,0.971453476141006,0.23800286545237948,0.6096627019704993,0.8939382233226502,0.6601632310163125,0.1603601629448279,0.12674117200638768
0.6129019501401454,0.7171528399066059,0.6416661409051853,0.3125174364789489,0.572026209386461,0.2392948518468595,0.6834356819964567,0.062312409710500116,0.34540750065931125
0.41215784973549696,0.7174805459932523,0.2230383493468826,0.4213016074095971,0.7053234836260974,0.7612635233450072,0.6897844620245356,0.3062741608539691,0.5454015724667494
0.9600293694097948,0.8187668527413419,0.38749032659212546,0.4812092418385552,0.041501159167777746,0.3729617750404435,0.8594239255831199,0.4667493290926036,0.004717494346625273
0.3633855482765368,0.24374645091412994,0.3415505104922214,0.21904956002821452,0.44571636949419624,0.944101399730523,0.2325237679031169,0.3887969242570989,0.052368742523698164
